RecordKey,CustomerName,LicenseCode,LicenseCategory,AsOfDate,PurchasedUnits,UtilizedUnits,UtilizationPercent
Ontario Municipal Employees Retirement System (OMERS)|6670-6575-1979-5840|NonProduction Robot License|2026-07-31,Ontario Municipal Employees Retirement System (OMERS),6670-6575-1979-5840,NonProduction Robot License,2026-07-31,15,15,100
Ontario Municipal Employees Retirement System (OMERS)|6670-6575-1979-5840|Unattended Test Robot License|2026-07-31,Ontario Municipal Employees Retirement System (OMERS),6670-6575-1979-5840,Unattended Test Robot License,2026-07-31,12,5,41.67
Ontario Municipal Employees Retirement System (OMERS)|9003-2963-2281-8199|Unattended Test Robot License|2025-02-28,Ontario Municipal Employees Retirement System (OMERS),9003-2963-2281-8199,Unattended Test Robot License,2025-02-28,1,0,0
Ontario Municipal Employees Retirement System (OMERS)|2175-0400-4354-9613|Unattended Test Robot License|2026-07-31,Ontario Municipal Employees Retirement System (OMERS),2175-0400-4354-9613,Unattended Test Robot License,2026-07-31,10,15,150
Ontario Municipal Employees Retirement System (OMERS)|7184-9382-9772-3127|User Licenses|2026-02-28,Ontario Municipal Employees Retirement System (OMERS),7184-9382-9772-3127,User Licenses,2026-02-28,0,6,
Ontario Municipal Employees Retirement System (OMERS)|6670-6575-1979-5840|User Licenses|2026-07-31,Ontario Municipal Employees Retirement System (OMERS),6670-6575-1979-5840,User Licenses,2026-07-31,135,11,8.15
Ontario Municipal Employees Retirement System (OMERS)|2175-0400-4354-9613|User Licenses|2026-07-31,Ontario Municipal Employees Retirement System (OMERS),2175-0400-4354-9613,User Licenses,2026-07-31,255,21,8.24
Ontario Municipal Employees Retirement System (OMERS)|4181-6479-1775-1904|User Licenses|2025-06-30,Ontario Municipal Employees Retirement System (OMERS),4181-6479-1775-1904,User Licenses,2025-06-30,0,2,
Ontario Municipal Employees Retirement System (OMERS)|9003-2963-2281-8199|User Licenses|2025-02-28,Ontario Municipal Employees Retirement System (OMERS),9003-2963-2281-8199,User Licenses,2025-02-28,11,0,0
Ontario Municipal Employees Retirement System (OMERS)|9003-2963-2281-8199|AI Units|2025-02-28,Ontario Municipal Employees Retirement System (OMERS),9003-2963-2281-8199,AI Units,2025-02-28,1,0,0
Ontario Municipal Employees Retirement System (OMERS)|2175-0400-4354-9613|Platform Units|2026-05-28,Ontario Municipal Employees Retirement System (OMERS),2175-0400-4354-9613,Platform Units,2026-05-28,60000,30546.918,50.91
Ontario Municipal Employees Retirement System (OMERS)|6670-6575-1979-5840|Platform Units|2026-05-28,Ontario Municipal Employees Retirement System (OMERS),6670-6575-1979-5840,Platform Units,2026-05-28,50000,15668.016,31.34
Ontario Teachers' Pension Plan|1157-9819-1375-0555|Unattended Production License|2025-01-31,Ontario Teachers' Pension Plan,1157-9819-1375-0555,Unattended Production License,2025-01-31,1,1,100
Ontario Teachers' Pension Plan|7085-6928-4412-6117|Unattended Production License|2026-07-31,Ontario Teachers' Pension Plan,7085-6928-4412-6117,Unattended Production License,2026-07-31,18,18,100
Ontario Teachers' Pension Plan|4492-3677-5343-2433|Unattended Production License|2026-07-31,Ontario Teachers' Pension Plan,4492-3677-5343-2433,Unattended Production License,2026-07-31,15,15,100
Ontario Teachers' Pension Plan|4209-3033-6868-3844|Unattended Production License|2026-07-31,Ontario Teachers' Pension Plan,4209-3033-6868-3844,Unattended Production License,2026-07-31,1,0,0
Ontario Teachers' Pension Plan|4492-3677-5343-2433|Unattended Test Robot License|2026-07-31,Ontario Teachers' Pension Plan,4492-3677-5343-2433,Unattended Test Robot License,2026-07-31,4,4,100
Ontario Teachers' Pension Plan|4209-3033-6868-3844|Unattended Test Robot License|2026-07-31,Ontario Teachers' Pension Plan,4209-3033-6868-3844,Unattended Test Robot License,2026-07-31,1,0,0
Ontario Teachers' Pension Plan|1157-9819-1375-0555|Unattended Test Robot License|2025-01-31,Ontario Teachers' Pension Plan,1157-9819-1375-0555,Unattended Test Robot License,2025-01-31,1,1,100
Ontario Teachers' Pension Plan|7085-6928-4412-6117|Unattended Test Robot License|2026-07-31,Ontario Teachers' Pension Plan,7085-6928-4412-6117,Unattended Test Robot License,2026-07-31,8,8,100
Ontario Teachers' Pension Plan|4492-3677-5343-2433|User Licenses|2026-07-31,Ontario Teachers' Pension Plan,4492-3677-5343-2433,User Licenses,2026-07-31,16,5,31.25
Ontario Teachers' Pension Plan|1157-9819-1375-0555|User Licenses|2025-02-28,Ontario Teachers' Pension Plan,1157-9819-1375-0555,User Licenses,2025-02-28,11,0,0
Ontario Teachers' Pension Plan|7085-6928-4412-6117|User Licenses|2026-07-31,Ontario Teachers' Pension Plan,7085-6928-4412-6117,User Licenses,2026-07-31,218,54,24.77
Ontario Teachers' Pension Plan|1157-9819-1375-0555|AI Units|2025-02-28,Ontario Teachers' Pension Plan,1157-9819-1375-0555,AI Units,2025-02-28,1,0,0
Ontario Teachers' Pension Plan|7085-6928-4412-6117|AI Units|2026-05-28,Ontario Teachers' Pension Plan,7085-6928-4412-6117,AI Units,2026-05-28,532110,111396,20.93
Optimize Financial Group Inc.|2349-6355-3998-1078|Unattended Production License|2026-07-31,Optimize Financial Group Inc.,2349-6355-3998-1078,Unattended Production License,2026-07-31,4,2,50
Optimize Financial Group Inc.|2349-6355-3998-1078|Unattended Test Robot License|2026-07-31,Optimize Financial Group Inc.,2349-6355-3998-1078,Unattended Test Robot License,2026-07-31,1,1,100
Optimize Financial Group Inc.|2349-6355-3998-1078|User Licenses|2026-07-31,Optimize Financial Group Inc.,2349-6355-3998-1078,User Licenses,2026-07-31,16,4,25
Optimize Financial Group Inc.|4032-2747-7706-3559|User Licenses|2026-06-30,Optimize Financial Group Inc.,4032-2747-7706-3559,User Licenses,2026-06-30,10,0,0
Origence|0833-2813-6604-0480|Unattended Production License|2026-07-31,Origence,0833-2813-6604-0480,Unattended Production License,2026-07-31,6,6,100
Origence|0833-2813-6604-0480|Unattended Test Robot License|2026-07-31,Origence,0833-2813-6604-0480,Unattended Test Robot License,2026-07-31,2,2,100
Origence|5537-9264-0175-7019|User Licenses|2025-12-31,Origence,5537-9264-0175-7019,User Licenses,2025-12-31,10,0,0
Origence|0833-2813-6604-0480|User Licenses|2026-07-31,Origence,0833-2813-6604-0480,User Licenses,2026-07-31,75,22,29.33
Origence|0833-2813-6604-0480|Platform Units|2026-08-09,Origence,0833-2813-6604-0480,Platform Units,2026-08-09,24000,1947.4,8.11
PEMCO Mutual Insurance Company|1878-6910-1206-1699|Unattended Production License|2026-07-31,PEMCO Mutual Insurance Company,1878-6910-1206-1699,Unattended Production License,2026-07-31,6,6,100
PEMCO Mutual Insurance Company|1878-6910-1206-1699|Unattended Test Robot License|2026-07-31,PEMCO Mutual Insurance Company,1878-6910-1206-1699,Unattended Test Robot License,2026-07-31,3,3,100
PEMCO Mutual Insurance Company|1878-6910-1206-1699|User Licenses|2026-07-31,PEMCO Mutual Insurance Company,1878-6910-1206-1699,User Licenses,2026-07-31,41,19,46.34
PEMCO Mutual Insurance Company|1878-6910-1206-1699|AI Units|2026-08-09,PEMCO Mutual Insurance Company,1878-6910-1206-1699,AI Units,2026-08-09,180000,6470.6,3.59
"PSCU, LLC|8328-7409-4599-1721|Unattended Production License|2026-04-30","PSCU, LLC",8328-7409-4599-1721,Unattended Production License,2026-04-30,5,0,0
"PSCU, LLC|8394-3488-2056-8210|Unattended Production License|2026-04-30","PSCU, LLC",8394-3488-2056-8210,Unattended Production License,2026-04-30,20,0,0
"PSCU, LLC|1127-4448-5169-7612|Unattended Production License|2026-07-31","PSCU, LLC",1127-4448-5169-7612,Unattended Production License,2026-07-31,25,25,100
"PSCU, LLC|8328-7409-4599-1721|Unattended Test Robot License|2026-04-30","PSCU, LLC",8328-7409-4599-1721,Unattended Test Robot License,2026-04-30,4,0,0
"PSCU, LLC|1127-4448-5169-7612|User Licenses|2026-07-31","PSCU, LLC",1127-4448-5169-7612,User Licenses,2026-07-31,117,20,17.09
"PSCU, LLC|1127-4448-5169-7612|Platform Units|2026-07-31","PSCU, LLC",1127-4448-5169-7612,Platform Units,2026-07-31,40000,0,0
"Parke Bancorp, Inc.|9118-7334-4978-0935|Unattended Production License|2026-07-31","Parke Bancorp, Inc.",9118-7334-4978-0935,Unattended Production License,2026-07-31,2,2,100
"Parke Bancorp, Inc.|9118-7334-4978-0935|Unattended Test Robot License|2026-07-31","Parke Bancorp, Inc.",9118-7334-4978-0935,Unattended Test Robot License,2026-07-31,1,1,100
"Parke Bancorp, Inc.|9118-7334-4978-0935|User Licenses|2026-07-31","Parke Bancorp, Inc.",9118-7334-4978-0935,User Licenses,2026-07-31,19,2,10.53
"Parke Bancorp, Inc.|9118-7334-4978-0935|Platform Units|2026-07-31","Parke Bancorp, Inc.",9118-7334-4978-0935,Platform Units,2026-07-31,20000,0,0
"Paycargo, LLC|4169-8960-1240-2971|Unattended Production License|2026-07-31","Paycargo, LLC",4169-8960-1240-2971,Unattended Production License,2026-07-31,1,1,100
"Paycargo, LLC|4169-8960-1240-2971|Unattended Test Robot License|2026-07-31","Paycargo, LLC",4169-8960-1240-2971,Unattended Test Robot License,2026-07-31,1,1,100
"Paycargo, LLC|4169-8960-1240-2971|User Licenses|2026-07-31","Paycargo, LLC",4169-8960-1240-2971,User Licenses,2026-07-31,104,3,2.88
Paylocity Holding Corporation|8876-3899-8846-8097|Unattended Production License|2025-06-30,Paylocity Holding Corporation,8876-3899-8846-8097,Unattended Production License,2025-06-30,0,1,
Paylocity Holding Corporation|3320-9958-4853-5506|Unattended Production License|2026-07-31,Paylocity Holding Corporation,3320-9958-4853-5506,Unattended Production License,2026-07-31,5,7,140
Paylocity Holding Corporation|3320-9958-4853-5506|Unattended Test Robot License|2026-07-31,Paylocity Holding Corporation,3320-9958-4853-5506,Unattended Test Robot License,2026-07-31,1,2,200
Paylocity Holding Corporation|8876-3899-8846-8097|User Licenses|2025-06-30,Paylocity Holding Corporation,8876-3899-8846-8097,User Licenses,2025-06-30,0,2,
Paylocity Holding Corporation|3320-9958-4853-5506|User Licenses|2026-07-31,Paylocity Holding Corporation,3320-9958-4853-5506,User Licenses,2026-07-31,159,33,20.75
Paylocity Holding Corporation|3320-9958-4853-5506|Platform Units|2026-08-09,Paylocity Holding Corporation,3320-9958-4853-5506,Platform Units,2026-08-09,490000,227379.208,46.4
"People's United Financial, Inc.|386742779961049115|Unattended Production License|2023-08-31","People's United Financial, Inc.",386742779961049115,Unattended Production License,2023-08-31,5,0,0
"People's United Financial, Inc.|3003-2615-5049-6870|Unattended Production License|2026-07-31","People's United Financial, Inc.",3003-2615-5049-6870,Unattended Production License,2026-07-31,1,1,100
"People's United Financial, Inc.|3003-2615-5049-6870|User Licenses|2026-07-31","People's United Financial, Inc.",3003-2615-5049-6870,User Licenses,2026-07-31,34,3,8.82
"People's United Financial, Inc.|386750847059454412|User Licenses|2023-08-31","People's United Financial, Inc.",386750847059454412,User Licenses,2023-08-31,10,0,0
"People's United Financial, Inc.|386742779961049115|User Licenses|2023-08-31","People's United Financial, Inc.",386742779961049115,User Licenses,2023-08-31,2,0,0
Power Financial Corporation|9834-5005-2565-2823|Unattended Production License|2025-05-31,Power Financial Corporation,9834-5005-2565-2823,Unattended Production License,2025-05-31,10,0,0
Power Financial Corporation|8970-1978-4239-9422|Unattended Production License|2025-05-31,Power Financial Corporation,8970-1978-4239-9422,Unattended Production License,2025-05-31,80,0,0
Power Financial Corporation|2564-9708-7432-2474|Unattended Production License|2024-11-30,Power Financial Corporation,2564-9708-7432-2474,Unattended Production License,2024-11-30,0,85,
Power Financial Corporation|1500-2309-4205-1519|Unattended Production License|2026-07-31,Power Financial Corporation,1500-2309-4205-1519,Unattended Production License,2026-07-31,40,40,100
Power Financial Corporation|2564-9708-7432-2474|NonProduction Robot License|2024-11-30,Power Financial Corporation,2564-9708-7432-2474,NonProduction Robot License,2024-11-30,0,5,
Power Financial Corporation|8970-1978-4239-9422|User Licenses|2025-05-31,Power Financial Corporation,8970-1978-4239-9422,User Licenses,2025-05-31,10,0,0
Power Financial Corporation|1500-2309-4205-1519|User Licenses|2026-07-31,Power Financial Corporation,1500-2309-4205-1519,User Licenses,2026-07-31,51,9,17.65
Power Financial Corporation|9834-5005-2565-2823|User Licenses|2025-05-31,Power Financial Corporation,9834-5005-2565-2823,User Licenses,2025-05-31,30,0,0
Power Financial Corporation|2564-9708-7432-2474|User Licenses|2024-11-30,Power Financial Corporation,2564-9708-7432-2474,User Licenses,2024-11-30,0,1,
Principal Financial Group|7694-7358-7062-1659|Unattended Production License|2026-07-31,Principal Financial Group,7694-7358-7062-1659,Unattended Production License,2026-07-31,60,60,100
Principal Financial Group|9512-0767-2816-4299|Unattended Production License|2026-04-30,Principal Financial Group,9512-0767-2816-4299,Unattended Production License,2026-04-30,60,0,0
Principal Financial Group|1430-7431-2212-7560|User Licenses|2025-06-30,Principal Financial Group,1430-7431-2212-7560,User Licenses,2025-06-30,161,0,0
Principal Financial Group|7694-7358-7062-1659|User Licenses|2026-07-31,Principal Financial Group,7694-7358-7062-1659,User Licenses,2026-07-31,816,0,0
Principal Financial Group|7694-7358-7062-1659|AI Units|2026-07-31,Principal Financial Group,7694-7358-7062-1659,AI Units,2026-07-31,60000,0,0
Prologis L.P.|4716-4436-1757-4233|Unattended Production License|2025-07-31,Prologis L.P.,4716-4436-1757-4233,Unattended Production License,2025-07-31,0,7,
Prologis L.P.|9827-8289-3577-3607|Unattended Production License|2026-07-31,Prologis L.P.,9827-8289-3577-3607,Unattended Production License,2026-07-31,12,10,83.33
Prologis L.P.|4716-4436-1757-4233|NonProduction Robot License|2025-07-31,Prologis L.P.,4716-4436-1757-4233,NonProduction Robot License,2025-07-31,0,2,
Prologis L.P.|9827-8289-3577-3607|NonProduction Robot License|2026-07-31,Prologis L.P.,9827-8289-3577-3607,NonProduction Robot License,2026-07-31,0,1,
Prologis L.P.|9827-8289-3577-3607|Unattended Test Robot License|2026-07-31,Prologis L.P.,9827-8289-3577-3607,Unattended Test Robot License,2026-07-31,1,0,0
Prologis L.P.|9827-8289-3577-3607|User Licenses|2026-05-31,Prologis L.P.,9827-8289-3577-3607,User Licenses,2026-05-31,27,1,3.7
Prologis L.P.|9827-8289-3577-3607|AI Units|2026-08-06,Prologis L.P.,9827-8289-3577-3607,AI Units,2026-08-06,60000,45559,75.93
Prosperity Bancshares Inc|1837-6064-1786-0490|Unattended Production License|2026-07-31,Prosperity Bancshares Inc,1837-6064-1786-0490,Unattended Production License,2026-07-31,5,5,100
Prosperity Bancshares Inc|1837-6064-1786-0490|NonProduction Robot License|2026-07-31,Prosperity Bancshares Inc,1837-6064-1786-0490,NonProduction Robot License,2026-07-31,0,2,
Prosperity Bancshares Inc|1837-6064-1786-0490|Unattended Test Robot License|2026-07-31,Prosperity Bancshares Inc,1837-6064-1786-0490,Unattended Test Robot License,2026-07-31,2,0,0
Prosperity Bancshares Inc|1837-6064-1786-0490|User Licenses|2026-07-31,Prosperity Bancshares Inc,1837-6064-1786-0490,User Licenses,2026-07-31,123,4,3.25
Prosperity Bancshares Inc|1837-6064-1786-0490|AI Units|2026-07-31,Prosperity Bancshares Inc,1837-6064-1786-0490,AI Units,2026-07-31,60000,0,0
Questrade Financial Group Inc.|386766169887658862|Unattended Production License|2024-09-30,Questrade Financial Group Inc.,386766169887658862,Unattended Production License,2024-09-30,13,0,0
Questrade Financial Group Inc.|8663-8102-5264-1718|Unattended Production License|2023-09-30,Questrade Financial Group Inc.,8663-8102-5264-1718,Unattended Production License,2023-09-30,7,0,0
Questrade Financial Group Inc.|2735-0883-2681-0471|Unattended Production License|2026-07-31,Questrade Financial Group Inc.,2735-0883-2681-0471,Unattended Production License,2026-07-31,23,23,100
Questrade Financial Group Inc.|386721757503613347|NonProduction Robot License|2024-09-30,Questrade Financial Group Inc.,386721757503613347,NonProduction Robot License,2024-09-30,5,0,0
Questrade Financial Group Inc.|8663-8102-5264-1718|NonProduction Robot License|2023-09-30,Questrade Financial Group Inc.,8663-8102-5264-1718,NonProduction Robot License,2023-09-30,3,0,0
Questrade Financial Group Inc.|2735-0883-2681-0471|NonProduction Robot License|2026-07-31,Questrade Financial Group Inc.,2735-0883-2681-0471,NonProduction Robot License,2026-07-31,0,3,
Questrade Financial Group Inc.|2735-0883-2681-0471|Unattended Test Robot License|2026-07-31,Questrade Financial Group Inc.,2735-0883-2681-0471,Unattended Test Robot License,2026-07-31,7,7,100
Questrade Financial Group Inc.|6877-7324-7097-6110|User Licenses|2024-04-30,Questrade Financial Group Inc.,6877-7324-7097-6110,User Licenses,2024-04-30,10,0,0
Questrade Financial Group Inc.|386721757503613347|User Licenses|2024-09-30,Questrade Financial Group Inc.,386721757503613347,User Licenses,2024-09-30,7,0,0
Questrade Financial Group Inc.|8663-8102-5264-1718|User Licenses|2023-09-30,Questrade Financial Group Inc.,8663-8102-5264-1718,User Licenses,2023-09-30,4,0,0
Questrade Financial Group Inc.|2735-0883-2681-0471|User Licenses|2026-07-31,Questrade Financial Group Inc.,2735-0883-2681-0471,User Licenses,2026-07-31,162,16,9.88
Questrade Financial Group Inc.|2735-0883-2681-0471|AI Units|2026-07-31,Questrade Financial Group Inc.,2735-0883-2681-0471,AI Units,2026-07-31,60000,0,0
Radius Financial|386793997953072400|Unattended Production License|2025-11-30,Radius Financial,386793997953072400,Unattended Production License,2025-11-30,5,0,0
